Synced TS,Perpendicular,Parallel,Tangential,TotalSquared
983741.6037,0.022766424469451648,0.004539315711274775,0.002113089534144269,5.433806176291829e-4
983774.5356,0.01846803511995718,-0.010957795301551276,0.002576761361319811,4.677812981758618e-4
983807.5515,0.007345717442210581,-0.022865721105217975,0.004774450304172981,5.99596142109425e-4
983841.6054,-0.0024201667032174934,-0.03243312488704583,0.009655007553371326,0.0011509839676657318
983874.5276,-0.011328022795431592,-0.04344493712501112,0.005966076505061725,0.002051380731114237
983907.5444,-0.012908490617247557,-0.04876048242198184,0.004702520941432592,0.0025663274792445804
983974.5265,-0.012938476548476987,-0.043647853090581466,-1.8767229103044264e-4,0.0020725744757012915
983996.4269,-0.011580254808574442,-0.04348667845663797,0.002281239805570192,0.0020303975596730503
984007.5326,-0.011740076410624205,-0.04507914569537957,-0.0030704937764922478,0.002179386702784031
984041.615,-0.009967630727777486,-0.0497825029169604,-0.012097220001797856,0.002723993990774403
984074.5236,-0.010316764555061569,-0.05297567257907523,-0.018085542308642528,0.0032399443566876567
984107.538,-0.013328673480411026,-0.047561763849362816,-0.016760559709824853,0.002720691278996572
984141.6069,-0.00985231197336627,-0.04277369341627462,-0.0025595670705793484,0.0019332082832787855
984174.5285,-0.0067521429409021436,-0.029471970573888843,-0.0018502902288762904,9.176120577336196e-4
984207.5309,-0.008880278572111053,-0.018344002496296592,0.0051561144507685595,4.419472913318547e-4
984349.7642,0.007809642038427258,-0.001927544352698029,0.02170952332437761,5.360093389716838e-4
984374.5292,0.0013865528834673124,0.09590997776755979,0.021664828464797555,0.009670011156681566
984388.8242,0.00737812818250217,-0.0019245387817778872,0.021232559568347825,5.089622108234386e-4
984407.56,-0.0032324501029211347,0.11180924246497802,0.030378100223524454,0.013434584407450614
984441.6041,-0.015698735432770637,0.05322840509891803,0.02156346013861227,0.003544696216712172
984474.544,-0.025963320840087255,0.00874338532576409,0.025963320840087255,0.0014246348450454049
984507.5403,-0.01675521123775508,0.005823854275997638,0.016512457380995736,5.873156310090506e-4
984512.933,-0.007704427925621357,0.039319554661916487,0.015453588700619685,0.0018441989922004533
984541.6166,-0.03759799131171629,-0.07941051076857895,0.0046378687399036,0.007741147997651062
984574.5303,-0.05084368012587504,-0.10859346456283653,0.0010925047195077739,0.01437881392106448
984607.5406,-0.050862631966018014,-0.08475619346934049,-0.0032369833959656064,0.00978109772342863
984641.5997,-0.047506456892485865,-0.059303177087697,-0.0025715137136910204,0.00578034294195207
984674.5372,-0.03088534332860032,-0.03948659451870168,0.007684952044481042,0.0025721540671358512
984707.5274,-0.001653269016395774,-0.004703923634523344,-0.001653269016395774,2.7593494440575808e-5
984741.5981,0,0,0,0
984807.5375,0.019523122789846293,-0.006525062727097324,-0.0015734913404939002,4.262046420585798e-4
984841.6073,0.052361139228710114,0.03690015410213792,-0.009555559261609583,0.004194618986892024
984874.5383,0.06642479126851399,0.06700988499299573,-0.01033446293133761,0.009009378705919358
984907.5248,0.08019985130655755,0.09050554078816751,-0.008458891167948068,0.014694821902743785
984941.5964,0.07915123068020483,0.0989700028100362,-0.006096174800592116,0.016097142121608947
984974.5293,0.06924031608125147,0.09322492452145645,-6.799799209736349e-4,0.01348557029575579
985007.5284,0.054264073644185215,0.08276948407975204,6.728534518373776e-4,0.009795829915057532
985041.6126,0.03128911908515434,0.050299030841707455,0.004680900283394036,0.0035309123042030857
985074.5268,0.006994709065751319,0.0019434942977669457,0.0012857844270389497,5.435636659277221e-5
985107.525,0.009804410845091743,0.004675471666382242,0.0011480849031344324,1.1930460626730091e-4
985141.6022,0.027593882838120885,-0.0033742433471985874,0.0033670502059996547,7.841449153397785e-4
985174.5514,0.0736328555442747,0.015341116009142307,0.0018993705610853145,0.005660754864538305
985207.5388,0.12347240471838922,0.07377826614219553,-0.007602413627640164,0.020746463974856067
985241.6068,0.19848691737871949,0.20866283299424337,-0.018785696576405733,0.0832901366395509
985274.5345,0.13858768220929168,0.13561666734887462,-0.021530743737934427,0.03806199904886754
985341.6006,0.02441955383121145,-0.007132951050202832,-0.02441955383121145,0.0012435082093154573
985541.6021,0.03161308692763277,0.04049051327046655,-0.03161308692763277,0.0036382561950939595
985614.9486,0,0,0,0
985641.6043,0.04667243488870855,-0.01038393711746912,-0.006996769706333374,0.002335097114823757
985654.9772,-0.04906163978790032,-0.07448784104544906,-0.007926952221763008,0.008018319533815882
985674.5358,0.016454311847578475,-0.019401487800486006,-0.0013545830688126998,6.489970025400827e-4
985693.0553,-0.0701647475503363,-0.07925495956752565,-0.021977863378054206,0.011687466893516968
985707.5283,-0.005539556282487315,-0.029767700107930152,5.539257620644205e-4,9.171094872723882e-4
985741.5977,-0.009995182405857854,-0.05108618728887186,0.0012912469674824642,0.0027113695217710963
985801.1176,-0.02934901494249756,0.0045851177907570385,-0.02934901494249756,0.0017437526613450066
985807.531,-0.0202178387484393,-0.064883704194134445,0.009111739715306953,0.004701679874249336
985841.5989,-0.031224248628433256,-0.07797395174126981,0.006143821454798391,0.007092637394628531
985869.2441,0,0,0,0
985874.522,-0.027008536264014924,-0.06873170348673066,0.007227524301883783,0.0055057452028467934
985907.5229,-0.022651379940869736,-0.06665965408719357,0.012139386701662034,0.005103959205742427
985938.2451,0.049430876500549684,0.04391972956198459,-0.040929223123371945,0.006047555501893223
985941.5955,-0.01831068980088277,-0.05179971158740552,0.01028326737402615,0.0031242370694082567
985970.3146,0.06832018228195458,0.02013557624634736,-0.020142379002317246,0.005478804169684959
985974.5232,-0.009257065956093678,-0.04407795535780375,0.007374601617713841,0.0020829441676599963
986007.5261,1.943099808944422e-4,-0.03650132625975823,0.00923815301681237,0.0014177280462520305
986041.6108,0.005245125093439269,-0.03272450063628544,0.011606834615543432,0.0012331228889326494
986074.5278,0.013735663128507433,-0.02933049705800788,0.007263161594804187,0.001101700015601886
986107.5315,0.01729386387983608,-0.028982235915617646,0.006412838847207662,0.001180172228643072
986141.5962,0.016590716740870107,-0.02535646073088481,0.0055345650724462556,9.48833393313833e-4
986174.5257,0.017477127939497492,-0.017880327798902126,0.004448006454587038,6.449408846298039e-4
986207.5276,0.015695989814097557,-0.009218343252354837,0.0021531054736567638,3.3597781174318097e-4
986241.604,-0.0025042865282291302,-0.0184936428141408,0.0027368154517301855,3.557764343693207e-4
986274.5382,-0.009424815200995614,-0.03670195309502793,0.0013044922716195081,0.0014375622026492633
986341.602,-0.014668675443095197,-0.05402166435845596,0.0031645001154733043,0.003143524320293366
986374.5297,-0.041190404720389165,-0.04978397498033741,0.001367009086272672,0.004176962319714271
986407.5334,-0.03960599889796465,-0.02958955421169558,-0.010593603125392748,0.0025564012943307796
986441.5957,-0.01990770871179944,0.004792722201034193,-0.01990770871179944,8.156039184039965e-4
986474.5253,-0.015310228480910881,0.0035415270876081573,-0.015310228480910881,4.813486063876517e-4
986507.5389,0.00427299762168769,0.025610061017646322,-0.018449025666238524,0.0010145002820360443
986541.5965,0.012201942378941611,0.0371333199218838,-0.017019189384472992,0.001817423653544542
986607.522,-0.005290424793623399,0.01593995748317943,-0.010924073698042618,4.0140622522281965e-4
986641.6015,-0.009550833930676243,0.008454584237619904,-0.011578821752095113,2.967675365691585e-4
986674.5302,-0.015733073928019856,0.009332006669416557,-0.010804218480962498,4.5134710068694484e-4
986707.5255,-0.01653717018592525,0.012142285212496561,-0.00957363831649857,5.125676385549973e-4
986741.5995,-0.01888361022021041,0.00939434735898554,-0.006007267377392086,4.8093175859359287e-4
986774.5398,-0.02190082252687351,0.01568188856281211,2.475215319060614e-4,7.256289231588246e-4
986841.5919,-0.0168840456737328,0.010780415914509622,0.003437451354975982,4.131044374203338e-4
986874.5215,-0.010391085067083387,7.758214121161866e-5,0.011201991862812758,2.334652895545216e-4
986907.5229,-0.006436657283968924,-0.0050525335732453346,0.0065310355421455335,1.0961307775280967e-4
986941.616,-0.006073961740480473,-0.0025643921180574713,0.006073961740480473,8.036212938479644e-5
986970.7263,0.003972958655955372,0.023808710527673815,-0.011342560018976315,7.112927652565767e-4
986974.5158,-0.002194588831611969,-0.0014820663151994492,0.009748418952982008,1.0204441278534368e-4
987007.5326,-0.002502262682343449,-0.0016056447742440645,0.010524192696467295,1.1959804558488147e-4
987041.6038,-0.0034434075954968783,-0.0028197779582416387,0.009846170162290311,1.1675527046728698e-4
987074.532,-0.00337471560121625,-0.006292597847543463,0.008562188736732854,1.2429656902343593e-4
987107.531,-0.0038049676178166566,-0.008410295630942392,0.006108124698862297,1.2252003850933367e-4
987141.598,-0.0034668279905784834,-0.009972312928491106,0.003549518775250517,1.2406500499586524e-4
987174.5281,-0.003439891184674043,-0.009634792946794923,0.0011221382693829551,1.0592128078562116e-4
987207.5225,-0.002409419195001073,-0.008545355676784869,-4.6649494438856715e-4,7.90460220331391e-5
987241.5942,-0.0017932289723931226,-0.0071266373566055904,-7.944344465245787e-4,5.463575624982123e-5
987274.5284,-0.002515480281081674,-0.005125150999288463,-0.001653581565218576,3.532914580284899e-5
987307.5158,-0.007582980793097439,-0.0032918451078313626,-0.0024826605494924882,7.450144532644428e-5
987374.5278,-0.00939826126881692,5.585004258286664e-4,-0.00263886603141737,9.560285153436347e-5
987407.5204,-0.01071332003476444,0.0010836671053175474,-0.0026586789841371626,1.2301813450312508e-4
987441.6027,-0.007540425373630945,0.0010670367541560197,-0.002248643426651931,6.305297951024211e-5
987474.5197,-0.005261703244294607,5.649007514250973e-4,-0.0026740366537020242,3.5155105915322944e-5
987507.5146,-0.003531091654604326,-0.0010176777371970341,-0.003531091654604326,2.5972884523219112e-5
987574.5187,-0.004688803344901275,-0.00968426958953793,-0.009717329367198166,2.1019644432061844e-4
987607.5322,-0.007208334416165932,-0.013244436271401528,-0.01779048496061894,5.438765323365073e-4
987641.5936,-0.010105731166991636,-0.020281183530318707,-0.026556237796104068,0.001218685973693203
987674.5227,-0.012437805533010092,-0.01613251288432866,-0.0344955575479952,0.0016049004689870554
987707.5395,-0.01282916264210195,-0.013930091309912792,-0.04293652564654929,0.002202180092596797
987741.5949,-0.012245396494526373,-0.010262328253949543,-0.04419600831693256,0.002208552267650342
987774.5226,-0.006002409753190526,0.0017991298020988353,-0.04399878148991081,0.001975158563486915
987807.5189,-0.0032873803897831263,0.015871599471473628,-0.032872465946067055,0.0013433135569853507
987874.5178,2.0850953846884553e-4,0.015872368566942907,-0.0023163236888020288,2.573409155838152e-4
987959.1751,-0.003778210886408303,-0.0027020723524416273,-0.003778210886408303,3.585095000217785e-5
987978.9452,-0.00441239895949481,0.0032603226392882703,0.04132323312689293,0.0017377085643495475
988010.9168,0.0031360904591944587,0.004551361221845161,0.03595921141875523,0.0013236148381987028
988045.2342,0.009781822765946803,0.005171346500254926,0.024070055899750857,7.017944722672252e-4
988075.9897,0.012844850833121427,0.0038487926269021185,0.018219053950115752,5.117373244472648e-4
988109.6713,0.013797227078963593,0.0011526569672120168,0.015056371966523418,4.1838642994686086e-4
